REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Sales,Adjustments,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,DECIMALS
2020-06-01,Manitoba,2021A000246,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859910,13.30.1.1,8183.0,0
2020-06-01,"Winnipeg, Manitoba",2016S0503602,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859940,14.30.1.1,6437.0,0
2020-06-01,Saskatchewan,2021A000247,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859971,15.30.1.1,11115.0,0
2020-06-01,Alberta,2021A000248,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860002,16.30.1.1,46707.0,0
2020-06-01,"Calgary, Alberta",2016S0503825,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860032,17.30.1.1,12466.0,0
2020-06-01,"Edmonton, Alberta",2016S0503835,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860062,18.30.1.1,15440.0,0
2020-06-01,British Columbia,2021A000259,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860093,19.30.1.1,29393.0,0
2020-06-01,"Vancouver, British Columbia",2016S0503933,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860124,20.30.1.1,8136.0,0
2020-06-01,Yukon,2021A000260,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860155,21.30.1.1,644.0,0
2020-06-01,Northwest Territories,2021A000261,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860186,22.30.1.1,357.0,0
2020-07-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859541,1.30.1.1,232635.0,0
2020-07-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Seasonally adjusted,Dollars,81,thousands,3,v1446870213,1.30.1.2,220827.0,0
2020-07-01,Newfoundland and Labrador,2021A000210,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859572,2.30.1.1,4129.0,0
2020-07-01,Prince Edward Island,2021A000211,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859603,3.30.1.1,1547.0,0
2020-07-01,Nova Scotia,2021A000212,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859634,4.30.1.1,6970.0,0
2020-07-01,New Brunswick,2021A000213,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859665,5.30.1.1,6419.0,0
2020-07-01,Quebec,2021A000224,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859696,6.30.1.1,43902.0,0
2020-07-01,"Montréal, Quebec",2016S0503462,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859727,7.30.1.1,18411.0,0
2020-07-01,"Quebec, Quebec",2016S0503421,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859757,8.30.1.1,6121.0,0
2020-07-01,"Gatineau, Quebec",2016S050524505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859787,9.30.1.1,1030.0,0
2020-07-01,Ontario,2021A000235,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859818,10.30.1.1,60236.0,0
2020-07-01,"Toronto, Ontario",2016S0503535,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859849,11.30.1.1,26548.0,0
2020-07-01,"Ottawa, Ontario",2016S050535505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859879,12.30.1.1,6505.0,0
2020-07-01,Manitoba,2021A000246,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859910,13.30.1.1,9065.0,0
2020-07-01,"Winnipeg, Manitoba",2016S0503602,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859940,14.30.1.1,6994.0,0
2020-07-01,Saskatchewan,2021A000247,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859971,15.30.1.1,12742.0,0
2020-07-01,Alberta,2021A000248,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860002,16.30.1.1,51794.0,0
2020-07-01,"Calgary, Alberta",2016S0503825,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860032,17.30.1.1,13713.0,0
2020-07-01,"Edmonton, Alberta",2016S0503835,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860062,18.30.1.1,17342.0,0
2020-07-01,British Columbia,2021A000259,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860093,19.30.1.1,34715.0,0
2020-07-01,"Vancouver, British Columbia",2016S0503933,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860124,20.30.1.1,9217.0,0
2020-07-01,Yukon,2021A000260,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860155,21.30.1.1,723.0,0
2020-07-01,Northwest Territories,2021A000261,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860186,22.30.1.1,392.0,0
2020-08-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859541,1.30.1.1,248140.0,0
2020-08-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Seasonally adjusted,Dollars,81,thousands,3,v1446870213,1.30.1.2,230618.0,0
2020-08-01,Newfoundland and Labrador,2021A000210,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859572,2.30.1.1,4686.0,0
2020-08-01,Prince Edward Island,2021A000211,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859603,3.30.1.1,1672.0,0
2020-08-01,Nova Scotia,2021A000212,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859634,4.30.1.1,7577.0,0
2020-08-01,New Brunswick,2021A000213,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859665,5.30.1.1,6665.0,0
2020-08-01,Quebec,2021A000224,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859696,6.30.1.1,44636.0,0
2020-08-01,"Montréal, Quebec",2016S0503462,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859727,7.30.1.1,18447.0,0
2020-08-01,"Quebec, Quebec",2016S0503421,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859757,8.30.1.1,6027.0,0
2020-08-01,"Gatineau, Quebec",2016S050524505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859787,9.30.1.1,1004.0,0
2020-08-01,Ontario,2021A000235,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859818,10.30.1.1,71121.0,0
2020-08-01,"Toronto, Ontario",2016S0503535,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859849,11.30.1.1,31291.0,0
2020-08-01,"Ottawa, Ontario",2016S050535505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859879,12.30.1.1,7209.0,0
2020-08-01,Manitoba,2021A000246,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859910,13.30.1.1,9561.0,0
2020-08-01,"Winnipeg, Manitoba",2016S0503602,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859940,14.30.1.1,7362.0,0
2020-08-01,Saskatchewan,2021A000247,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859971,15.30.1.1,12601.0,0
2020-08-01,Alberta,2021A000248,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860002,16.30.1.1,52588.0,0
2020-08-01,"Calgary, Alberta",2016S0503825,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860032,17.30.1.1,14350.0,0
2020-08-01,"Edmonton, Alberta",2016S0503835,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860062,18.30.1.1,17018.0,0
2020-08-01,British Columbia,2021A000259,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860093,19.30.1.1,35899.0,0
2020-08-01,"Vancouver, British Columbia",2016S0503933,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860124,20.30.1.1,9356.0,0
2020-08-01,Yukon,2021A000260,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860155,21.30.1.1,723.0,0
2020-08-01,Northwest Territories,2021A000261,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860186,22.30.1.1,412.0,0
2020-09-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859541,1.30.1.1,256540.0,0
2020-09-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Seasonally adjusted,Dollars,81,thousands,3,v1446870213,1.30.1.2,245729.0,0
2020-09-01,Newfoundland and Labrador,2021A000210,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859572,2.30.1.1,3755.0,0
2020-09-01,Prince Edward Island,2021A000211,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859603,3.30.1.1,1681.0,0
2020-09-01,Nova Scotia,2021A000212,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859634,4.30.1.1,7624.0,0
2020-09-01,New Brunswick,2021A000213,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859665,5.30.1.1,6470.0,0
2020-09-01,Quebec,2021A000224,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859696,6.30.1.1,45021.0,0
2020-09-01,"Montréal, Quebec",2016S0503462,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859727,7.30.1.1,18221.0,0
2020-09-01,"Quebec, Quebec",2016S0503421,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859757,8.30.1.1,5999.0,0
2020-09-01,"Gatineau, Quebec",2016S050524505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859787,9.30.1.1,1001.0,0
2020-09-01,Ontario,2021A000235,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859818,10.30.1.1,77863.0,0
2020-09-01,"Toronto, Ontario",2016S0503535,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859849,11.30.1.1,33149.0,0
2020-09-01,"Ottawa, Ontario",2016S050535505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859879,12.30.1.1,8047.0,0
2020-09-01,Manitoba,2021A000246,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859910,13.30.1.1,9343.0,0
2020-09-01,"Winnipeg, Manitoba",2016S0503602,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859940,14.30.1.1,7015.0,0
2020-09-01,Saskatchewan,2021A000247,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859971,15.30.1.1,13474.0,0
2020-09-01,Alberta,2021A000248,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860002,16.30.1.1,53664.0,0
2020-09-01,"Calgary, Alberta",2016S0503825,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860032,17.30.1.1,14870.0,0
2020-09-01,"Edmonton, Alberta",2016S0503835,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860062,18.30.1.1,17475.0,0
2020-09-01,British Columbia,2021A000259,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860093,19.30.1.1,36559.0,0
2020-09-01,"Vancouver, British Columbia",2016S0503933,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860124,20.30.1.1,10162.0,0
2020-09-01,Yukon,2021A000260,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860155,21.30.1.1,698.0,0
2020-09-01,Northwest Territories,2021A000261,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860186,22.30.1.1,387.0,0
2020-10-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859541,1.30.1.1,268158.0,0
2020-10-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Seasonally adjusted,Dollars,81,thousands,3,v1446870213,1.30.1.2,259748.0,0
2020-10-01,Newfoundland and Labrador,2021A000210,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859572,2.30.1.1,3926.0,0
2020-10-01,Prince Edward Island,2021A000211,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859603,3.30.1.1,1668.0,0
2020-10-01,Nova Scotia,2021A000212,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859634,4.30.1.1,7310.0,0
2020-10-01,New Brunswick,2021A000213,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859665,5.30.1.1,6242.0,0
2020-10-01,Quebec,2021A000224,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859696,6.30.1.1,48016.0,0
2020-10-01,"Montréal, Quebec",2016S0503462,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859727,7.30.1.1,19502.0,0
2020-10-01,"Quebec, Quebec",2016S0503421,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859757,8.30.1.1,6390.0,0
2020-10-01,"Gatineau, Quebec",2016S050524505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859787,9.30.1.1,1072.0,0
2020-10-01,Ontario,2021A000235,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859818,10.30.1.1,81970.0,0
2020-10-01,"Toronto, Ontario",2016S0503535,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859849,11.30.1.1,34735.0,0
2020-10-01,"Ottawa, Ontario",2016S050535505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859879,12.30.1.1,8278.0,0
2020-10-01,Manitoba,2021A000246,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859910,13.30.1.1,9816.0,0
2020-10-01,"Winnipeg, Manitoba",2016S0503602,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859940,14.30.1.1,7226.0,0
2020-10-01,Saskatchewan,2021A000247,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859971,15.30.1.1,13751.0,0
2020-10-01,Alberta,2021A000248,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860002,16.30.1.1,56637.0,0
2020-10-01,"Calgary, Alberta",2016S0503825,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860032,17.30.1.1,14844.0,0
2020-10-01,"Edmonton, Alberta",2016S0503835,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860062,18.30.1.1,19247.0,0
2020-10-01,British Columbia,2021A000259,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860093,19.30.1.1,37701.0,0
2020-10-01,"Vancouver, British Columbia",2016S0503933,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860124,20.30.1.1,10918.0,0
2020-10-01,Yukon,2021A000260,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860155,21.30.1.1,739.0,0
2020-10-01,Northwest Territories,2021A000261,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860186,22.30.1.1,383.0,0
2020-11-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859541,1.30.1.1,259262.0,0
2020-11-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Seasonally adjusted,Dollars,81,thousands,3,v1446870213,1.30.1.2,263305.0,0
2020-11-01,Newfoundland and Labrador,2021A000210,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859572,2.30.1.1,3839.0,0
2020-11-01,Prince Edward Island,2021A000211,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859603,3.30.1.1,1510.0,0
2020-11-01,Nova Scotia,2021A000212,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859634,4.30.1.1,6887.0,0
2020-11-01,New Brunswick,2021A000213,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859665,5.30.1.1,6124.0,0
2020-11-01,Quebec,2021A000224,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859696,6.30.1.1,44902.0,0
2020-11-01,"Montréal, Quebec",2016S0503462,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859727,7.30.1.1,18624.0,0
2020-11-01,"Quebec, Quebec",2016S0503421,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859757,8.30.1.1,5910.0,0
2020-11-01,"Gatineau, Quebec",2016S050524505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859787,9.30.1.1,970.0,0
2020-11-01,Ontario,2021A000235,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859818,10.30.1.1,81103.0,0
2020-11-01,"Toronto, Ontario",2016S0503535,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859849,11.30.1.1,33226.0,0
2020-11-01,"Ottawa, Ontario",2016S050535505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859879,12.30.1.1,8349.0,0
2020-11-01,Manitoba,2021A000246,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859910,13.30.1.1,9640.0,0
2020-11-01,"Winnipeg, Manitoba",2016S0503602,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859940,14.30.1.1,7083.0,0
2020-11-01,Saskatchewan,2021A000247,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859971,15.30.1.1,13723.0,0
2020-11-01,Alberta,2021A000248,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860002,16.30.1.1,54017.0,0
2020-11-01,"Calgary, Alberta",2016S0503825,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860032,17.30.1.1,13750.0,0
2020-11-01,"Edmonton, Alberta",2016S0503835,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860062,18.30.1.1,17907.0,0
2020-11-01,British Columbia,2021A000259,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860093,19.30.1.1,36444.0,0
2020-11-01,"Vancouver, British Columbia",2016S0503933,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860124,20.30.1.1,10820.0,0
2020-11-01,Yukon,2021A000260,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860155,21.30.1.1,652.0,0
2020-11-01,Northwest Territories,2021A000261,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860186,22.30.1.1,421.0,0
2020-12-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859541,1.30.1.1,297303.0,0
2020-12-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Seasonally adjusted,Dollars,81,thousands,3,v1446870213,1.30.1.2,287970.0,0
2020-12-01,Newfoundland and Labrador,2021A000210,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859572,2.30.1.1,5444.0,0
2020-12-01,Prince Edward Island,2021A000211,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859603,3.30.1.1,1776.0,0
2020-12-01,Nova Scotia,2021A000212,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859634,4.30.1.1,8237.0,0
2020-12-01,New Brunswick,2021A000213,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859665,5.30.1.1,6786.0,0
2020-12-01,Quebec,2021A000224,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859696,6.30.1.1,50789.0,0
2020-12-01,"Montréal, Quebec",2016S0503462,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859727,7.30.1.1,21192.0,0
2020-12-01,"Quebec, Quebec",2016S0503421,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859757,8.30.1.1,6522.0,0
2020-12-01,"Gatineau, Quebec",2016S050524505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859787,9.30.1.1,1052.0,0
2020-12-01,Ontario,2021A000235,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859818,10.30.1.1,92339.0,0
2020-12-01,"Toronto, Ontario",2016S0503535,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859849,11.30.1.1,37552.0,0
2020-12-01,"Ottawa, Ontario",2016S050535505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859879,12.30.1.1,9603.0,0
2020-12-01,Manitoba,2021A000246,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859910,13.30.1.1,11374.0,0
2020-12-01,"Winnipeg, Manitoba",2016S0503602,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859940,14.30.1.1,8246.0,0
2020-12-01,Saskatchewan,2021A000247,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859971,15.30.1.1,12170.0,0
2020-12-01,Alberta,2021A000248,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860002,16.30.1.1,63832.0,0
2020-12-01,"Calgary, Alberta",2016S0503825,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860032,17.30.1.1,16440.0,0
2020-12-01,"Edmonton, Alberta",2016S0503835,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860062,18.30.1.1,20852.0,0
2020-12-01,British Columbia,2021A000259,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860093,19.30.1.1,42823.0,0
2020-12-01,"Vancouver, British Columbia",2016S0503933,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860124,20.30.1.1,12601.0,0
2020-12-01,Yukon,2021A000260,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860155,21.30.1.1,736.0,0
2020-12-01,Northwest Territories,2021A000261,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860186,22.30.1.1,995.0,0
2021-01-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859541,1.30.1.1,278803.0,0
2021-01-01,Canada,2021A000011124,Cannabis retailers [459993],Total retail sales,Seasonally adjusted,Dollars,81,thousands,3,v1446870213,1.30.1.2,285252.0,0
2021-01-01,Newfoundland and Labrador,2021A000210,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859572,2.30.1.1,4532.0,0
2021-01-01,Prince Edward Island,2021A000211,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859603,3.30.1.1,1643.0,0
2021-01-01,Nova Scotia,2021A000212,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859634,4.30.1.1,7664.0,0
2021-01-01,New Brunswick,2021A000213,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859665,5.30.1.1,6462.0,0
2021-01-01,Quebec,2021A000224,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859696,6.30.1.1,48740.0,0
2021-01-01,"Montréal, Quebec",2016S0503462,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859727,7.30.1.1,25112.0,0
2021-01-01,"Quebec, Quebec",2016S0503421,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859757,8.30.1.1,5808.0,0
2021-01-01,"Gatineau, Quebec",2016S050524505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859787,9.30.1.1,1366.0,0
2021-01-01,Ontario,2021A000235,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859818,10.30.1.1,87009.0,0
2021-01-01,"Toronto, Ontario",2016S0503535,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859849,11.30.1.1,35845.0,0
2021-01-01,"Ottawa, Ontario",2016S050535505,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859879,12.30.1.1,8826.0,0
2021-01-01,Manitoba,2021A000246,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859910,13.30.1.1,10918.0,0
2021-01-01,"Winnipeg, Manitoba",2016S0503602,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859940,14.30.1.1,7876.0,0
2021-01-01,Saskatchewan,2021A000247,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446859971,15.30.1.1,11957.0,0
2021-01-01,Alberta,2021A000248,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860002,16.30.1.1,58343.0,0
2021-01-01,"Calgary, Alberta",2016S0503825,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860032,17.30.1.1,15892.0,0
2021-01-01,"Edmonton, Alberta",2016S0503835,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860062,18.30.1.1,19179.0,0
2021-01-01,British Columbia,2021A000259,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860093,19.30.1.1,40386.0,0
2021-01-01,"Vancouver, British Columbia",2016S0503933,Cannabis retailers [459993],Total retail sales,Unadjusted,Dollars,81,thousands,3,v1446860124,20.30.1.1,12158.0,0
